DateTime;BTC;ETH;Stablecoins;Others
10.06.2019;136273768278,70;24723131896,46;4168409687,39;78940648358,11
17.06.2019;160044972093,61;28705808640,02;4401364412,58;88418686716,02
24.06.2019;192777835456,14;32829464800,28;4410430910,76;96240622346,95
01.07.2019;192209366982,18;31012429349,50;4446209456,03;85064040430,78
08.07.2019;204079737655,09;32705645342,39;4592445054,25;87184490080,54
15.07.2019;182640350268,56;24354539328,68;4806315991,41;67016696320,35
22.07.2019;189190665656,14;24190172863,41;4925635509,30;71937244035,56
29.07.2019;170499961955,60;22645395578,31;4968991558,27;66715116779,54
05.08.2019;195858816740,96;23873527369,57;5144777959,89;68066091124,52
12.08.2019;205806749299,24;23139024635,55;5101282977,98;65963992834,08
19.08.2019;184993881159,79;20894351694,93;5106740499,01;59704987356,77
26.08.2019;181332659914,10;20086200164,89;5104619857,91;57540563597,99
02.09.2019;174725137037,36;18506970192,98;5100489677,57;53678906254,45
09.09.2019;187110557493,34;19523183052,33;5249736338,22;55807805700,45
16.09.2019;185578448439,98;20473460441,40;5266506252,16;55088474627,70
23.09.2019;180777994058,38;22831284617,63;5196065666,50;56634675086,26
30.09.2019;145513115036,49;18430749550,83;5230217648,17;45363167951,54
07.10.2019;143472448846,87;18670853900,53;5312966348,05;46925289846,50
14.10.2019;149554484620,90;19657318282,82;5288597805,80;49699883819,54
21.10.2019;148173746075,08;18993688511,09;5280041052,41;50284672496,73
28.10.2019;172499579503,22;19974475606,54;5288774609,41;54765389851,65
04.11.2019;166462316878,71;19776848050,53;5259194234,90;55574352039,38
11.11.2019;163364748174,13;20575448878,44;5230717231,19;56991175473,15
18.11.2019;154842353565,79;20115453046,49;5235977078,79;54998968778,78
25.11.2019;127004736593,39;15555499462,51;5234573650,98;43860874356,38
02.12.2019;134282440140,98;16445303072,41;5253258112,05;46154938337,08
09.12.2019;136826716822,88;16477448862,55;5302572998,19;46523052606,76
16.12.2019;129661328968,67;15593818240,83;5395063521,85;44464113929,09
23.12.2019;136460710737,63;14416402305,27;5297618628,81;42055530133,52
30.12.2019;134468662789,64;14684041488,58;5283654800,39;42491987677,03
06.01.2020;134460377957,17;14872554640,10;5324552681,60;43122297760,03
13.01.2020;148623400473,73;16037333171,52;5745283287,09;48439894834,53
20.01.2020;158321623201,45;18263491100,01;5671507528,30;56629092994,26
27.01.2020;156499290530,47;18402322183,45;5780174661,78;57073970129,61
03.02.2020;170004469220,08;20621480918,28;5818965145,33;63198539219,14
10.02.2020;184486166163,19;25088078485,43;5822621931,49;74570537514,18
17.02.2020;180891431634,32;28471676189,75;5816435999,47;72853049856,38
24.02.2020;180863880750,30;30047602662,17;5850955350,07;72260129109,89
02.03.2020;156084173198,83;23932587490,26;5838918478,33;57703973142,14
09.03.2020;147951754406,55;22522073578,36;5859765663,43;54811965206,74
16.03.2020;97469192840,34;13704246819,60;6012382240,13;35713649829,85
23.03.2020;105780190268,63;13506190365,91;6112350397,25;37955600036,70
30.03.2020;108203437915,23;13832864228,55;6137030948,12;39821042712,42
06.04.2020;124178004966,37;15852539294,78;7727515482,78;42795775534,22
13.04.2020;127349493899,92;17693675903,07;7980347544,80;45497744488,04
20.04.2020;131681877228,60;19996673015,77;8035780427,34;47162317479,79
27.04.2020;141322115947,34;21880363407,06;7980205850,53;50428100637,04
04.05.2020;163655471479,58;23375998238,38;8118719306,76;53797781029,29
11.05.2020;161002863406,78;20917349494,34;8080082423,67;49905203441,96
18.05.2020;178061835629,24;22983067946,23;10451690870,62;61276866794,40
25.05.2020;161099222524,01;22288835760,22;10455660844,26;51463743956,96
01.06.2020;173950651647,76;25642611324,02;10483119400,19;55803360631,09
08.06.2020;179763960699,07;27308254795,90;10908076482,32;59399784916,72
15.06.2020;172718935758,74;26013014519,81;10928081620,60;56375863448,00
22.06.2020;171164992440,78;25515154217,57;10886847733,85;56796310721,92
29.06.2020;168110009823,14;25131103750,54;11081098964,48;54717872348,40
06.07.2020;167093607091,68;25426214410,99;11225877543,12;56560823606,87
13.07.2020;171301164845,18;27108242837,99;11303734397,29;64877185460,23
20.07.2020;169693622626,09;26760971548,66;11457771290,47;65750837876,93
27.07.2020;182723132542,22;34725714216,26;12436469331,18;69966995632,71
03.08.2020;203682874498,53;41508331002,41;12446425220,59;76244424998,40
10.08.2020;215677731899,92;43908080747,57;12561524027,56;85150368315,73
17.08.2020;219791862272,76;48791927824,76;12720932152,99;95230373243,68
24.08.2020;215332195088,37;43890316480,77;13040692983,25;91256356651,45
31.08.2020;216333519498,11;48211664393,55;13127342122,34;96088278681,96
07.09.2020;189960683045,27;39794578364,47;17516886340,12;83224641409,18
14.09.2020;190982313860,37;41146100471,01;18611929233,52;86266472951,53
21.09.2020;202246809733,19;41729572794,70;19930564962,68;83126270227,80
28.09.2020;199423455711,23;40378371635,20;20413253870,65;84036751523,66
05.10.2020;197611846878,20;39805525512,91;20807880686,23;81309222348,24
12.10.2020;210888960518,65;42326523075,12;21200018550,62;86284181394,57
19.10.2020;212945049781,73;42794912025,29;21285061401,77;84101848721,91
26.10.2020;241308512141,25;45917606087,37;23276637062,91;84518020317,07
02.11.2020;255305349076,22;45039871161,49;23832109302,63;77647177632,86
09.11.2020;287283652683,20;51507421225,88;24623474264,38;82832324321,04
16.11.2020;295393474293,09;50682338162,77;25379650155,58;84185299731,32
23.11.2020;341281755223,37;63865456387,67;26417925509,14;103143620138,75
30.11.2020;338101650909,59;65884676074,49;27128997535,22;113473995831,78
07.12.2020;360337440869,67;68554455903,47;27986851356,08;116960007624,13
14.12.2020;355209238998,17;67031104551,90;28121780062,15;111941536023,48
21.12.2020;433927056339,38;72441157128,62;29391766652,86;126496566113,23
28.12.2020;487258425258,87;78016259865,90;30230121804,78;108680879485,06
04.01.2021;611103883061,60;112493433179,80;32900565272,61;120092041378,11
11.01.2021;708195321595,27;142632073651,42;37325733497,47;159552723169,28
18.01.2021;667028668819,70;141283103998,30;37357700408,41;161382405699,76
25.01.2021;601651669364,07;159139478909,25;38301007567,33;164797437303,63
01.02.2021;613312434887,77;149156035510,43;40846383815,17;186961032893,36
08.02.2021;722518516768,90;183497935265,74;44880747797,83;233672545979,32
15.02.2021;907623519352,77;206928063460,64;51894605052,68;323087103814,91
22.02.2021;1072121083578,46;221808321709,56;56254449174,41;393927866478,19
01.03.2021;843800279724,60;163489570919,60;56866992812,83;316532188238,11
08.03.2021;955342689135,77;199972340504,46;60294808405,70;369586734645,74
15.03.2021;1100069293585,06;212242684423,98;64315982795,36;413164495694,74
22.03.2021;1071526929279,67;205702383099,65;68236515743,24;436181499407,17
29.03.2021;1044604471378,81;194895798816,51;70538853352,67;448071595182,49
05.04.2021;1098874556066,75;241846812908,46;74284236728,31;533996972855,13
12.04.2021;1128437856221,56;249637481541,46;77984752415,23;616601784748,42
19.04.2021;1046814448218,09;257526324612,25;82414165704,35;662749404270,26
26.04.2021;915066200404,24;267279574504,04;84949938591,75;557461911147,62
03.05.2021;1058309059403,19;341740827528,03;92442784505,67;721274297637,61
10.05.2021;1090209426707,61;453427650572,17;99287674368,24;813593415256,50
17.05.2021;867104686926,26;412876797052,20;103311030212,34;785875565281,79
24.05.2021;660305590363,35;248898637925,35;95356092173,56;413934949738,79
31.05.2021;664797433647,30;276056372661,85;105835186387,53;497036897687,48
07.06.2021;671105857297,80;316220075240,05;108893281456,80;540713348400,20
14.06.2021;733089662951,49;292848691046,02;107334366478,94;496377976063,49
21.06.2021;668773312881,04;262694218907,70;107462522927,08;453237253681,37
28.06.2021;651673221700,15;231335391482,25;109575706090,53;389029533844,90
05.07.2021;654875820839,37;269388313131,79;110193066740,83;432482683575,63
12.07.2021;643078456006,26;249509446459,00;110786140190,24;410463535192,18
19.07.2021;595491097121,51;220895871216,20;111406888940,77;366238386754,33
26.07.2021;662221981750,34;254401069485,77;112361125555,52;397260590217,80
02.08.2021;749883353306,29;299756464022,13;113368236002,37;442283677231,88
09.08.2021;825186129786,35;354795020195,21;114193953561,45;480326246435,62
16.08.2021;884837176466,84;387869517712,09;115508385789,47;630070246210,69
23.08.2021;927513388249,66;381066593721,41;117200272518,02;677473816615,13
30.08.2021;915929550642,27;377599191825,15;118333475111,20;686392641441,53
06.09.2021;973484406148,83;463592074560,26;121006546155,96;785314025342,78
13.09.2021;867594345441,25;400419526377,85;123916799877,70;729669604074,21
20.09.2021;888738841804,48;391936421516,80;124631207425,02;696840346605,91
27.09.2021;813105834426,67;360122132701,97;127124088619,29;616670647732,23
04.10.2021;906294464847,22;402169257671,46;127350948702,95;708519890532,05
11.10.2021;1027165303573,22;399096843502,02;128787685433,61;708906659822,32
18.10.2021;1161960269770,67;454731511821,44;128765343507,47;736675590254,69
25.10.2021;1146356275069,93;481996801951,63;128827961256,73;761741892649,59
01.11.2021;1155486888639,85;506301266738,96;130780843071,29;830901716678,28
08.11.2021;1198357285045,23;547703002358,86;134534706605,10;918242950996,96
15.11.2021;1242518615761,82;549378527797,96;136966226523,64;927539073269,77
22.11.2021;1106403638081,74;503443152584,74;140577090091,22;871281976004,19
29.11.2021;1085455859458,40;511339889571,73;143100202677,43;831062750985,27
06.12.2021;931832468398,95;497058145474,72;148752037116,38;713416760515,23
13.12.2021;948164976218,79;491522101088,71;151270583164,70;716698296980,47
20.12.2021;880597810565,57;464871981154,23;155373925578,01;684435434182,66
27.12.2021;961618538425,75;483971940367,04;158728840840,32;786992809417,63
03.01.2022;894534242962,20;454922393837,01;159128045745,77;747378621313,97
10.01.2022;793912931913,98;376058618509,28;159691405798,51;639637802627,78
17.01.2022;816823509359,91;399702839311,06;162762339681,97;699251392353,34
24.01.2022;684859808413,96;301900254604,83;164800774655,74;520589919692,40
31.01.2022;718419130119,41;310864527453,54;168090463108,13;518152712553,01
07.02.2022;802582761592,14;364698158500,46;170962098568,09;595803794837,85
14.02.2022;798183518205,37;343973367011,74;174477231144,80;561725440935,53
21.02.2022;727064681314,46;313522162735,15;176200091631,25;519075849966,02
28.02.2022;713942457631,76;312964791237,58;177793345947,65;505014223964,77
07.03.2022;729682856546,49;306210964872,16;178175184494,84;509552755850,21
14.03.2022;717657415992,57;301732657941,28;179414386226,16;497497456714,14
21.03.2022;783485258829,02;343414801853,23;181508257712,58;550080734142,47
28.03.2022;889508454854,34;395651853111,59;181339985663,53;636974189669,31
04.04.2022;880592388752,09;422389199159,75;182579126116,34;681086939463,89
11.04.2022;801731529722,26;385781388027,21;182299341442,26;587844254285,53
18.04.2022;753869163876,82;359660916285,49;181313919096,45;551386972589,80
25.04.2022;751110381943,85;352491454713,99;182367698684,22;542362184566,55
02.05.2022;732413322821,85;340953482723,03;181957744201,58;481364943959,68
09.05.2022;647931569108,84;304192304924,89;180025542690,79;433115177529,32
16.05.2022;594200127312,83;258342859456,68;157378709865,39;330805658106,87
23.05.2022;576254007847,47;246528793392,18;156653120184,45;315062318655,45
30.05.2022;560937222142,59;219113038853,63;155847935714,22;288407432761,83
06.06.2022;569759085904,01;218518232283,13;156419394777,38;289392788770,63
13.06.2022;508019958965,28;174511401006,70;156025962168,11;242776041586,81
20.06.2022;392646879629,14;137002970321,63;152579705252,97;219169795972,71
27.06.2022;401104221882,97;145548449111,29;151695600734,54;243367426686,10
04.07.2022;368277180410,48;130358232424,56;151669728426,68;223353845999,05
11.07.2022;398159374285,36;141922226962,45;151040296512,37;236797707141,01
18.07.2022;396857346488,92;162783844724,77;150386457506,86;243498798267,01
25.07.2022;431850498580,70;194591329573,57;150786584188,96;263028784847,83
01.08.2022;445937681388,27;204762984518,39;150730259994,09;281034089524,99
08.08.2022;443084471061,09;207145372307,71;151003403121,21;296142468594,30
15.08.2022;465004931112,26;236217803059,46;150767683627,70;310178169673,38
22.08.2022;411855842926,11;197632405765,97;150621895879,62;268780632916,24
29.08.2022;375335586910,41;174728142155,29;150491818731,57;244743325291,97
05.09.2022;382616279827,50;192883012058,76;150502935349,19;259413495996,29
12.09.2022;416857365329,29;215558766507,59;151112393684,49;277727011262,92
19.09.2022;371952540829,02;163471463643,65;150107941336,89;243949355081,34
26.09.2022;360293886839,40;158595493861,65;149601769096,44;255073979210,04
03.10.2022;365024066328,20;156490558646,28;147666843759,22;251988424402,27
10.10.2022;372876630265,13;162319624211,83;147412415617,02;261162810832,08
17.10.2022;369593295580,05;159858153250,39;146387158579,62;250904653245,13
24.10.2022;375458887820,45;166855760230,67;144875901577,39;254787538560,71
31.10.2022;396038519806,99;194633337900,28;144998647431,98;280282889523,36
07.11.2022;401756500650,05;192373791454,68;145221095899,50;290501380059,80
14.11.2022;314067574943,42;149528074438,90;144540619404,72;216818242816,47
21.11.2022;313001132419,77;139799388626,30;143664397663,30;210468312351,29
28.11.2022;315955882109,18;146231918398,58;142208189454,74;229748594776,69
05.12.2022;329293242355,91;156638407230,10;141267554814,63;232794088704,07
12.12.2022;328900755364,69;154628365974,93;140896273268,67;225909990119,85
19.12.2022;322400373925,68;144983456228,02;139659930409,79;203171975326,35
26.12.2022;324098232981,29;149163975107,65;138034223033,07;198787427993,48
02.01.2023;320034108997,91;146983655755,20;137258762916,87;194282155274,81
09.01.2023;329169389618,57;157550331013,32;136516683540,88;214163165208,66
16.01.2023;402262109369,25;189987783615,54;136656172784,23;253842019126,90
23.01.2023;437827426327,45;199292058943,08;136424754668,45;266408873923,50
30.01.2023;458292757819,60;201445451929,04;136496941499,21;285034770518,80
06.02.2023;442610630121,88;199670742126,20;136508461718,08;287030946122,93
13.02.2023;420251062814,24;185386256782,48;135140302282,40;273021980073,25
20.02.2023;469604789361,83;205874086910,70;134819614425,87;299285244938,39
27.02.2023;454799755438,97;200786593396,58;133943680706,46;288710702427,18
06.03.2023;433241312794,80;188435996049,83;133577739215,35;269696125117,34
13.03.2023;427968852997,63;191627986815,74;132845353149,79;261395955069,81
20.03.2023;541827880189,57;215067276302,96;131603659425,45;287128094285,82
27.03.2023;541101006111,45;213870532510,64;131520621331,10;280122198092,00
03.04.2023;544932174732,76;216212363710,77;130220601193,81;282364424923,18
10.04.2023;548072794581,16;224020284926,83;130331447511,86;284044646890,08
17.04.2023;586581440454,09;255307035338,74;129440241594,63;310021438919,43
24.04.2023;534026888204,38;224217676728,95;128420159381,42;277561551436,07
01.05.2023;565853889399,81;225007993023,40;128051684394,70;282232350678,26
08.05.2023;550995742407,10;225342224170,78;128018723766,88;268593894923,94
15.05.2023;521756688323,76;216561245722,21;127997457117,31;259813669544,72
22.05.2023;518413251319,43;217070290609,43;127517022082,22;255254729381,11
29.05.2023;544288674295,19;229604503969,01;126975593759,34;265043455217,49
05.06.2023;525998634266,81;227296497382,56;126669350750,10;265121161069,54
12.06.2023;503116867551,67;210767494020,12;125869202945,30;215904707398,15
19.06.2023;511064751890,69;206823438685,97;126087371141,15;219022745517,10
26.06.2023;591688693378,31;228370142307,44;126411284089,94;240711433243,90
03.07.2023;594674697608,45;232969980962,85;125133374521,54;250222399185,63
10.07.2023;586102876254,01;223977662360,66;124824118296,79;239969230201,67
17.07.2023;587787663959,21;231228423349,69;124603842095,53;266419490278,05
24.07.2023;584707033925,71;227023586751,33;123867583182,40;267482769633,76
31.07.2023;569275446529,51;223747758766,24;123617550706,75;264980430641,96
07.08.2023;564799597546,83;219566729941,64;122550727794,21;253364927711,82
14.08.2023;569744856574,59;220986935949,64;123073474468,91;255310797439,12
21.08.2023;509716535724,42;202559222978,65;122018351060,52;227593331194,07
28.08.2023;507948000836,58;199252368656,42;122035249443,78;223863324260,20
04.09.2023;505746810882,64;196641494775,71;122482387078,34;219682788817,82
11.09.2023;503248470032,46;194368981373,86;122031055794,40;215859350336,44
18.09.2023;517093575637,91;195134061773,75;121932558362,38;219953920581,35
25.09.2023;511817506985,19;190053274324,73;121981446627,50;219834960600,76
02.10.2023;545583757465,87;208371635183,17;121192596205,92;235626650373,41
09.10.2023;544945487401,61;196418896308,13;121693294889,93;228121752899,59
16.10.2023;530075104419,70;187399877022,35;121213569732,21;220737313450,62
23.10.2023;585684252376,76;200163538909,25;122149955492,38;237027911391,36
30.10.2023;674324173822,68;215953185531,89;122424043219,71;258371148008,12
06.11.2023;684578488613,96;227792579228,88;122850869636,19;284960688090,48
13.11.2023;724382728634,16;245976279914,19;123857658557,58;321116805738,58
20.11.2023;730558961165,70;241930762755,15;124879181301,92;322944319049,85
27.11.2023;732376685153,87;247992560501,71;126220767062,50;319971097298,28
04.12.2023;781990691691,92;263753466889,51;127043465186,61;325525267951,84
11.12.2023;856849116574,68;282809017359,33;127553499276,73;372632480141,02
18.12.2023;809306292080,96;263879421629,26;127968319645,56;366874356532,28
25.12.2023;842145383382,27;272257190656,39;128833051671,97;413347269038,29
01.01.2024;828105973148,91;274233377052,02;128451821465,14;417104067814,03
08.01.2024;861061744868,87;267154224206,04;131143169323,54;376095728693,09
15.01.2024;817568374488,34;297049202414,75;132254097289,85;399018799491,60
22.01.2024;814643238194,69;295032863314,18;132474747027,13;392069388737,51
29.01.2024;824296105975,77;271248506562,99;133679708707,49;389025632724,40
05.02.2024;835304838693,36;275122592462,48;134658317261,62;387846046518,53
12.02.2024;947822596526,90;301337204028,04;135836264045,49;421539667162,68
19.02.2024;1023483888232,42;346232360557,80;137087030086,01;462891375440,84
26.02.2024;1015873632234,38;373989110649,20;137946031047,92;472871084598,71
04.03.2024;1240260163113,99;419196077302,38;140254365333,24;577015328484,78
11.03.2024;1356405043543,30;466249382572,17;143799674774,13;644950916370,97
18.03.2024;1343811599798,23;437351708856,42;145389627668,44;667414903798,53
25.03.2024;1321558096331,31;414698079995,29;146326826914,91;665071017540,04
01.04.2024;1402689092566,44;437810934730,04;146984515111,12;714625837751,11
08.04.2024;1364763495263,20;414715795850,35;150797650865,67;665646175987,87
15.04.2024;1294288084756,37;379294977012,52;151469492624,92;561051916042,60
22.04.2024;1278664985972,18;378024117789,48;154765783316,87;572489646807,13
29.04.2024;1242600758895,34;391788094672,35;155913280644,44;557630698498,25
06.05.2024;1261092042089,74;376790068975,02;155940021187,26;568127871557,60
13.05.2024;1210408472899,21;351735250126,92;155258430470,34;546501426193,04
20.05.2024;1305710818288,28;368911259105,04;156008822241,08;564495695679,87
27.05.2024;1349270883803,05;459451648197,47;155192486313,90;593914004407,23
03.06.2024;1334791730223,26;454059567509,21;154936600769,26;583630415421,32
10.06.2024;1372701104270,41;445266141825,63;155438658258,03;576026495545,86